doc_id,type
D020229,Business License
D020230,PAN
D020231,Business License
D020232,PAN
D020233,PAN
D020234,Business License
D020235,Business License
D020236,Business License
D020237,Business License
D020238,PAN
D020239,PAN
D020240,Business License
D020241,GST
D020242,Business License
D020243,GST
D020244,PAN
D020245,Business License
D020246,GST
D020247,Business License
D020248,Business License
D020249,Business License
D020250,PAN
D020251,Business License
D020252,PAN
D020253,GST
D020254,Business License
D020255,Business License
D020256,Business License
D020257,GST
D020258,PAN
D020259,PAN
D020260,PAN
D020261,PAN
D020262,GST
D020263,PAN
D020264,GST
D020265,PAN
D020266,GST
D020267,PAN
D020268,Business License
D020269,GST
D020270,Business License
D020271,PAN
D020272,GST
D020273,GST
D020274,Business License
D020275,GST
D020276,GST
D020277,PAN
D020278,Business License
D020279,PAN
D020280,GST
D020281,GST
D020282,PAN
D020283,PAN
D020284,Business License
D020285,PAN
D020286,GST
D020287,PAN
D020288,GST
D020289,PAN
D020290,GST
D020291,PAN
D020292,GST
D020293,PAN
D020294,GST
D020295,GST
D020296,GST
D020297,PAN
D020298,GST
D020299,GST
D020300,GST
D020301,Business License
D020302,Business License
D020303,GST
D020304,Business License
D020305,Business License
D020306,Business License
D020307,PAN
D020308,GST
D020309,Business License
D020310,PAN
D020311,GST
D020312,PAN
D020313,PAN
D020314,GST
D020315,PAN
D020316,Business License
D020317,Business License
D020318,GST
D020319,GST
D020320,PAN
D020321,PAN
D020322,GST
D020323,GST
D020324,PAN
D020325,Business License
D020326,GST
D020327,GST
D020328,PAN
D020329,PAN
D020330,GST
D020331,GST
D020332,PAN
D020333,PAN
D020334,PAN
D020335,GST
D020336,Business License
D020337,GST
D020338,PAN
D020339,PAN
D020340,GST
D020341,PAN
D020342,GST
D020343,PAN
D020344,PAN
D020345,GST
D020346,GST
D020347,GST
D020348,GST
D020349,Business License
D020350,GST
D020351,GST
D020352,GST
D020353,GST
D020354,GST
D020355,Business License
D020356,GST
D020357,Business License
D020358,GST
D020359,PAN
D020360,PAN
D020361,GST
D020362,Business License
D020363,GST
D020364,GST
D020365,PAN
D020366,Business License
D020367,GST
D020368,Business License
D020369,PAN
D020370,Business License
D020371,Business License
D020372,GST
D020373,GST
D020374,PAN
D020375,GST
D020376,GST
D020377,PAN
D020378,Business License
D020379,PAN
D020380,GST
D020381,GST
D020382,Business License
D020383,GST
D020384,PAN
D020385,PAN
D020386,GST
D020387,GST
D020388,PAN
D020389,PAN
D020390,PAN
D020391,PAN
D020392,PAN
D020393,GST
D020394,GST
D020395,PAN
D020396,Business License
D020397,Business License
D020398,PAN
D020399,Business License
D020400,PAN
D020401,PAN
D020402,Business License
D020403,Business License
D020404,PAN
D020405,Business License
D020406,GST
D020407,PAN
D020408,Business License
D020409,GST
D020410,PAN
D020411,GST
D020412,PAN
D020413,PAN
D020414,PAN
D020415,GST
D020416,PAN
D020417,PAN
D020418,PAN
D020419,PAN
D020420,Business License
D020421,PAN
D020422,PAN
D020423,PAN
D020424,PAN
D020425,PAN
D020426,PAN
D020427,GST
D020428,GST
D020429,GST
D020430,PAN
D020431,Business License
D020432,Business License
D020433,GST
D020434,Business License
D020435,PAN
D020436,PAN
D020437,PAN
D020438,PAN
D020439,GST
D020440,Business License
D020441,PAN
D020442,GST
D020443,GST
D020444,Business License
D020445,GST
D020446,Business License
D020447,GST
D020448,Business License
D020449,Business License
D020450,GST
D020451,GST
D020452,Business License
D020453,GST
D020454,Business License
D020455,PAN
D020456,PAN
D020457,PAN
D020458,PAN
D020459,Business License
D020460,GST
D020461,PAN
D020462,Business License
D020463,Business License
D020464,PAN
D020465,GST
D020466,Business License
D020467,PAN
D020468,GST
D020469,PAN
D020470,Business License
D020471,PAN
D020472,Business License
D020473,Business License
D020474,GST
D020475,Business License
D020476,Business License
D020477,GST
D020478,PAN
D020479,GST
D020480,GST
D020481,GST
D020482,PAN
D020483,GST
D020484,Business License
D020485,Business License
D020486,GST
D020487,PAN
D020488,Business License
D020489,GST
D020490,Business License
D020491,GST
D020492,PAN
D020493,GST
D020494,GST
D020495,PAN
D020496,Business License
D020497,PAN
D020498,PAN
D020499,GST
D020500,GST
D020501,GST
D020502,GST
D020503,Business License
D020504,Business License
D020505,GST
D020506,Business License
D020507,Business License
D020508,GST
D020509,Business License
D020510,Business License
D020511,GST
D020512,Business License
D020513,GST
D020514,PAN
D020515,Business License
D020516,GST
D020517,Business License
D020518,GST
D020519,PAN
D020520,GST
D020521,Business License
D020522,PAN
D020523,GST
D020524,Business License
D020525,PAN
D020526,PAN
D020527,PAN
D020528,GST
D020529,PAN
D020530,PAN
D020531,GST
D020532,Business License
D020533,GST
D020534,GST
D020535,GST
D020536,Business License
D020537,PAN
D020538,PAN
D020539,PAN
D020540,PAN
D020541,Business License
D020542,GST
D020543,PAN
D020544,PAN
D020545,GST
D020546,PAN
D020547,GST
D020548,GST
D020549,Business License
D020550,GST
D020551,Business License
D020552,GST
D020553,GST
D020554,PAN
D020555,PAN
D020556,GST
D020557,Business License
D020558,GST
D020559,GST
D020560,Business License
D020561,PAN
D020562,PAN
D020563,GST
D020564,PAN
D020565,GST
D020566,GST
D020567,PAN
D020568,PAN
D020569,PAN
D020570,GST
D020571,Business License
D020572,GST
D020573,Business License
D020574,PAN
D020575,PAN
D020576,PAN
D020577,Business License
D020578,Business License
D020579,PAN
D020580,PAN
D020581,Business License
D020582,Business License
D020583,Business License
D020584,Business License
D020585,PAN
D020586,PAN
D020587,GST
D020588,Business License
D020589,GST
D020590,PAN
D020591,PAN
D020592,GST
D020593,Business License
D020594,Business License
D020595,GST
D020596,GST
D020597,GST
D020598,Business License
D020599,GST
D020600,Business License
D020601,PAN
D020602,Business License
D020603,GST
D020604,PAN
D020605,PAN
D020606,Business License
D020607,GST
D020608,PAN
D020609,GST
D020610,PAN
D020611,Business License
D020612,GST
D020613,Business License
D020614,Business License
D020615,Business License
D020616,Business License
D020617,GST
D020618,GST
D020619,PAN
D020620,GST
D020621,PAN
D020622,Business License
D020623,Business License
D020624,PAN
D020625,Business License
D020626,GST
D020627,GST
D020628,GST
D020629,PAN
D020630,PAN
D020631,Business License
D020632,Business License
D020633,Business License
D020634,GST
D020635,GST
D020636,GST
D020637,GST
D020638,Business License
D020639,PAN
D020640,GST
D020641,GST
D020642,PAN
D020643,GST
D020644,Business License
D020645,PAN
D020646,Business License
D020647,GST
D020648,Business License
D020649,PAN
D020650,PAN
D020651,GST
D020652,Business License
D020653,GST
D020654,Business License
D020655,GST
D020656,PAN
D020657,GST
D020658,GST
D020659,Business License
D020660,GST
D020661,PAN
D020662,Business License
D020663,PAN
D020664,PAN
D020665,PAN
D020666,GST
D020667,GST
D020668,GST
D020669,PAN
D020670,GST
D020671,Business License
D020672,GST
D020673,PAN
D020674,GST
D020675,Business License
D020676,PAN
D020677,GST
D020678,PAN
D020679,Business License
D020680,PAN
D020681,GST
D020682,Business License
D020683,GST
D020684,Business License
D020685,Business License
D020686,PAN
D020687,GST
D020688,GST
D020689,GST
D020690,Business License
D020691,GST
D020692,PAN
D020693,GST
D020694,PAN
D020695,PAN
D020696,PAN
D020697,GST
D020698,GST
D020699,Business License
D020700,PAN
D020701,PAN
D020702,PAN
D020703,Business License
D020704,Business License
D020705,PAN
D020706,PAN
D020707,PAN
D020708,PAN
D020709,Business License
D020710,Business License
D020711,Business License
D020712,GST
D020713,Business License
D020714,Business License
D020715,GST
D020716,PAN
D020717,Business License
D020718,Business License
D020719,GST
D020720,Business License
D020721,Business License
D020722,Business License
D020723,GST
D020724,Business License
D020725,GST
D020726,Business License
D020727,Business License
D020728,PAN
D020729,Business License
D020730,Business License
D020731,GST
D020732,Business License
D020733,PAN
D020734,Business License
D020735,PAN
D020736,PAN
D020737,PAN
D020738,Business License
D020739,PAN
D020740,Business License
D020741,PAN
D020742,GST
D020743,Business License
D020744,Business License
D020745,PAN
D020746,Business License
D020747,Business License
D020748,GST
D020749,GST
D020750,PAN
D020751,GST
D020752,GST
D020753,GST
D020754,Business License
D020755,GST
D020756,PAN
D020757,GST
D020758,PAN
D020759,PAN
D020760,GST
D020761,Business License
D020762,PAN
D020763,Business License
D020764,PAN
D020765,Business License
D020766,GST
D020767,GST
D020768,Business License
D020769,GST
D020770,PAN
D020771,GST
D020772,Business License
D020773,PAN
D020774,PAN
D020775,PAN
D020776,PAN
D020777,Business License
D020778,PAN
D020779,Business License
D020780,GST
D020781,PAN
D020782,Business License
D020783,Business License
D020784,Business License
D020785,PAN
D020786,PAN
D020787,Business License
D020788,Business License
D020789,GST
D020790,GST
D020791,Business License
D020792,PAN
D020793,Business License
D020794,Business License
D020795,GST
D020796,GST
D020797,Business License
D020798,Business License
D020799,GST
D020800,GST
D020801,Business License
D020802,GST
D020803,GST
D020804,PAN
D020805,GST
D020806,GST
D020807,Business License
D020808,PAN
D020809,PAN
D020810,GST
D020811,PAN
D020812,PAN
D020813,PAN
D020814,Business License
D020815,PAN
D020816,GST
D020817,PAN
D020818,Business License
D020819,GST
D020820,GST
D020821,Business License
D020822,PAN
D020823,PAN
D020824,PAN
D020825,PAN
D020826,GST
D020827,Business License
D020828,GST
D020829,GST
D020830,GST
D020831,GST
D020832,GST
D020833,PAN
D020834,GST
D020835,PAN
D020836,PAN
D020837,GST
D020838,PAN
D020839,GST
D020840,Business License
D020841,GST
D020842,PAN
D020843,PAN
D020844,Business License
D020845,PAN
D020846,GST
D020847,Business License
D020848,PAN
D020849,GST
D020850,GST
D020851,PAN
D020852,GST
D020853,Business License
D020854,Business License
D020855,GST
D020856,GST
D020857,Business License
D020858,PAN
D020859,PAN
D020860,Business License
D020861,GST
D020862,PAN
D020863,PAN
D020864,PAN
D020865,GST
D020866,Business License
D020867,Business License
D020868,PAN
D020869,GST
D020870,Business License
D020871,GST
D020872,PAN
D020873,PAN
D020874,PAN
D020875,GST
D020876,GST
D020877,Business License
D020878,PAN
D020879,GST
D020880,Business License
D020881,Business License
D020882,PAN
D020883,Business License
D020884,PAN
D020885,Business License
D020886,PAN
D020887,Business License
D020888,Business License
D020889,GST
D020890,PAN
D020891,PAN
D020892,PAN
D020893,Business License
D020894,Business License
D020895,PAN
D020896,GST
D020897,GST
D020898,PAN
D020899,Business License
D020900,GST
D020901,Business License
D020902,PAN
D020903,PAN
D020904,Business License
D020905,PAN
D020906,GST
D020907,GST
D020908,GST
D020909,GST
D020910,GST
D020911,GST
D020912,Business License
D020913,PAN
D020914,PAN
D020915,Business License
D020916,Business License
D020917,GST
D020918,Business License
D020919,GST
D020920,PAN
D020921,PAN
D020922,PAN
D020923,Business License
D020924,Business License
D020925,Business License
D020926,Business License
D020927,PAN
D020928,GST
D020929,GST
D020930,GST
D020931,GST
D020932,PAN
D020933,Business License
D020934,Business License
D020935,Business License
D020936,GST
D020937,Business License
D020938,GST
D020939,Business License
D020940,PAN
D020941,PAN
D020942,PAN
D020943,GST
D020944,GST
D020945,Business License
D020946,PAN
D020947,Business License
D020948,Business License
D020949,Business License
D020950,GST
D020951,GST
D020952,PAN
D020953,Business License
D020954,Business License
D020955,PAN
D020956,PAN
D020957,GST
D020958,Business License
D020959,PAN
D020960,Business License
D020961,Business License
D020962,PAN
D020963,GST
D020964,PAN
D020965,Business License
D020966,Business License
D020967,Business License
D020968,Business License
D020969,GST
D020970,PAN
D020971,PAN
D020972,Business License
D020973,PAN
D020974,GST
D020975,Business License
D020976,Business License
D020977,Business License
D020978,Business License
D020979,GST
D020980,GST
D020981,Business License
D020982,Business License
D020983,PAN
D020984,PAN
D020985,Business License
D020986,PAN
D020987,Business License
D020988,PAN
D020989,PAN
D020990,PAN
D020991,GST
D020992,PAN
D020993,Business License
D020994,GST
D020995,PAN
D020996,PAN
D020997,PAN
D020998,GST
D020999,GST
D021000,PAN
D021001,Business License
D021002,Business License
D021003,GST
D021004,PAN
D021005,Business License
D021006,PAN
D021007,Business License
D021008,Business License
D021009,PAN
D021010,PAN
D021011,Business License
D021012,Business License
D021013,GST
