application_id,status
A015577,Submitted
A015578,Submitted
A015579,Submitted
A015580,Under Review
A015581,Submitted
A015582,Pending
A015583,Pending
A015584,Submitted
A015585,Submitted
A015586,Submitted
A015587,Submitted
A015588,Under Review
A015589,Under Review
A015590,Submitted
A015591,Submitted
A015592,Submitted
A015593,Pending
A015594,Pending
A015595,Submitted
A015596,Pending
A015597,Pending
A015598,Under Review
A015599,Submitted
A015600,Pending
A015601,Submitted
A015602,Under Review
A015603,Under Review
A015604,Pending
A015605,Under Review
A015606,Pending
A015607,Under Review
A015608,Under Review
A015609,Pending
A015610,Pending
A015611,Pending
A015612,Pending
A015613,Pending
A015614,Pending
A015615,Under Review
A015616,Under Review
A015617,Pending
A015618,Under Review
A015619,Submitted
A015620,Submitted
A015621,Pending
A015622,Pending
A015623,Submitted
A015624,Under Review
A015625,Under Review
A015626,Pending
A015627,Under Review
A015628,Submitted
A015629,Submitted
A015630,Pending
A015631,Submitted
A015632,Pending
A015633,Under Review
A015634,Submitted
A015635,Pending
A015636,Under Review
A015637,Under Review
A015638,Under Review
A015639,Under Review
A015640,Pending
A015641,Under Review
A015642,Under Review
A015643,Under Review
A015644,Pending
A015645,Under Review
A015646,Under Review
A015647,Submitted
A015648,Submitted
A015649,Submitted
A015650,Under Review
A015651,Under Review
A015652,Pending
A015653,Under Review
A015654,Pending
A015655,Under Review
A015656,Pending
A015657,Submitted
A015658,Under Review
A015659,Under Review
A015660,Pending
A015661,Pending
A015662,Pending
A015663,Pending
A015664,Pending
A015665,Pending
A015666,Pending
A015667,Under Review
A015668,Under Review
A015669,Under Review
A015670,Submitted
A015671,Pending
A015672,Submitted
A015673,Pending
A015674,Submitted
A015675,Submitted
A015676,Under Review
A015677,Submitted
A015678,Pending
A015679,Pending
A015680,Under Review
A015681,Under Review
A015682,Pending
A015683,Submitted
A015684,Pending
A015685,Pending
A015686,Under Review
A015687,Under Review
A015688,Under Review
A015689,Under Review
A015690,Submitted
A015691,Submitted
A015692,Pending
A015693,Under Review
A015694,Pending
A015695,Pending
A015696,Pending
A015697,Submitted
A015698,Submitted
A015699,Under Review
A015700,Pending
A015701,Submitted
A015702,Pending
A015703,Pending
A015704,Under Review
A015705,Pending
A015706,Pending
A015707,Pending
A015708,Pending
A015709,Pending
A015710,Submitted
A015711,Submitted
A015712,Pending
A015713,Under Review
A015714,Pending
A015715,Pending
A015716,Pending
A015717,Submitted
A015718,Submitted
A015719,Submitted
A015720,Under Review
A015721,Submitted
A015722,Pending
A015723,Submitted
A015724,Pending
A015725,Under Review
A015726,Under Review
A015727,Submitted
A015728,Pending
A015729,Pending
A015730,Under Review
A015731,Submitted
A015732,Pending
A015733,Submitted
A015734,Under Review
A015735,Submitted
A015736,Submitted
A015737,Submitted
A015738,Submitted
A015739,Submitted
A015740,Under Review
A015741,Pending
A015742,Submitted
A015743,Submitted
A015744,Submitted
A015745,Pending
A015746,Under Review
A015747,Under Review
A015748,Under Review
A015749,Submitted
A015750,Pending
A015751,Submitted
A015752,Under Review
A015753,Pending
A015754,Submitted
A015755,Pending
A015756,Submitted
A015757,Pending
A015758,Submitted
A015759,Under Review
A015760,Submitted
A015761,Pending
A015762,Under Review
A015763,Submitted
A015764,Submitted
A015765,Under Review
A015766,Submitted
A015767,Submitted
A015768,Under Review
A015769,Pending
A015770,Submitted
A015771,Under Review
A015772,Pending
A015773,Submitted
A015774,Submitted
A015775,Submitted
A015776,Submitted
A015777,Submitted
A015778,Submitted
A015779,Under Review
A015780,Under Review
A015781,Pending
A015782,Under Review
A015783,Submitted
A015784,Pending
A015785,Under Review
A015786,Pending
A015787,Submitted
A015788,Under Review
A015789,Under Review
A015790,Under Review
A015791,Submitted
A015792,Pending
A015793,Submitted
A015794,Under Review
A015795,Pending
A015796,Submitted
A015797,Pending
A015798,Pending
A015799,Pending
A015800,Under Review
A015801,Pending
A015802,Under Review
A015803,Submitted
A015804,Submitted
A015805,Pending
A015806,Submitted
A015807,Submitted
A015808,Submitted
A015809,Under Review
A015810,Pending
A015811,Submitted
A015812,Submitted
A015813,Submitted
A015814,Submitted
A015815,Pending
A015816,Submitted
A015817,Pending
A015818,Pending
A015819,Under Review
A015820,Under Review
A015821,Submitted
A015822,Under Review
A015823,Pending
A015824,Submitted
A015825,Submitted
A015826,Submitted
A015827,Submitted
A015828,Under Review
A015829,Under Review
A015830,Under Review
A015831,Submitted
A015832,Under Review
A015833,Pending
A015834,Under Review
A015835,Pending
A015836,Pending
A015837,Pending
A015838,Submitted
A015839,Pending
A015840,Submitted
A015841,Pending
A015842,Under Review
A015843,Submitted
A015844,Under Review
A015845,Submitted
A015846,Under Review
A015847,Under Review
A015848,Submitted
A015849,Under Review
A015850,Under Review
A015851,Submitted
A015852,Under Review
A015853,Under Review
A015854,Pending
A015855,Under Review
A015856,Submitted
A015857,Under Review
A015858,Under Review
A015859,Submitted
A015860,Submitted
A015861,Under Review
A015862,Submitted
A015863,Submitted
A015864,Submitted
A015865,Under Review
A015866,Submitted
A015867,Pending
A015868,Pending
A015869,Pending
A015870,Pending
A015871,Submitted
A015872,Submitted
A015873,Under Review
A015874,Submitted
A015875,Under Review
A015876,Pending
A015877,Pending
A015878,Under Review
A015879,Submitted
A015880,Submitted
A015881,Pending
A015882,Under Review
A015883,Pending
A015884,Under Review
A015885,Submitted
A015886,Pending
A015887,Submitted
A015888,Under Review
A015889,Submitted
A015890,Under Review
A015891,Submitted
A015892,Submitted
A015893,Under Review
A015894,Under Review
A015895,Submitted
A015896,Pending
A015897,Submitted
A015898,Under Review
A015899,Pending
A015900,Submitted
A015901,Pending
A015902,Submitted
A015903,Pending
A015904,Under Review
A015905,Pending
A015906,Pending
A015907,Under Review
A015908,Under Review
A015909,Pending
A015910,Under Review
A015911,Submitted
A015912,Pending
A015913,Under Review
A015914,Pending
A015915,Under Review
A015916,Submitted
A015917,Pending
A015918,Submitted
A015919,Under Review
A015920,Pending
A015921,Pending
A015922,Under Review
A015923,Pending
A015924,Submitted
A015925,Pending
A015926,Pending
A015927,Submitted
A015928,Submitted
A015929,Submitted
A015930,Pending
A015931,Under Review
A015932,Under Review
A015933,Pending
A015934,Under Review
A015935,Under Review
A015936,Under Review
A015937,Pending
A015938,Pending
A015939,Pending
A015940,Submitted
A015941,Submitted
A015942,Pending
A015943,Submitted
A015944,Pending
A015945,Under Review
A015946,Under Review
A015947,Under Review
A015948,Under Review
A015949,Under Review
A015950,Submitted
A015951,Under Review
A015952,Pending
A015953,Submitted
A015954,Under Review
A015955,Under Review
A015956,Under Review
A015957,Under Review
A015958,Submitted
A015959,Under Review
A015960,Under Review
A015961,Submitted
A015962,Under Review
A015963,Submitted
A015964,Submitted
A015965,Under Review
A015966,Submitted
A015967,Submitted
A015968,Submitted
A015969,Submitted
A015970,Under Review
A015971,Under Review
A015972,Submitted
A015973,Submitted
A015974,Submitted
A015975,Under Review
A015976,Pending
A015977,Under Review
A015978,Under Review
A015979,Under Review
A015980,Under Review
A015981,Under Review
A015982,Submitted
A015983,Under Review
A015984,Under Review
A015985,Submitted
A015986,Under Review
A015987,Pending
A015988,Pending
A015989,Submitted
A015990,Under Review
A015991,Submitted
A015992,Under Review
A015993,Pending
A015994,Submitted
A015995,Under Review
A015996,Under Review
A015997,Pending
A015998,Submitted
A015999,Submitted
A016000,Submitted
A016001,Submitted
A016002,Submitted
A016003,Pending
A016004,Under Review
A016005,Under Review
A016006,Pending
A016007,Pending
A016008,Under Review
A016009,Submitted
A016010,Pending
A016011,Under Review
A016012,Submitted
A016013,Under Review
A016014,Under Review
A016015,Submitted
A016016,Pending
A016017,Pending
A016018,Under Review
A016019,Under Review
A016020,Pending
A016021,Submitted
A016022,Submitted
A016023,Pending
A016024,Submitted
A016025,Under Review
A016026,Submitted
A016027,Submitted
A016028,Under Review
A016029,Submitted
A016030,Pending
A016031,Pending
A016032,Pending
A016033,Submitted
A016034,Under Review
A016035,Submitted
A016036,Pending
A016037,Pending
A016038,Pending
A016039,Under Review
A016040,Submitted
A016041,Pending
A016042,Under Review
A016043,Pending
A016044,Submitted
A016045,Submitted
A016046,Pending
A016047,Pending
A016048,Under Review
A016049,Pending
A016050,Under Review
A016051,Under Review
A016052,Under Review
A016053,Under Review
A016054,Submitted
A016055,Pending
A016056,Submitted
A016057,Submitted
A016058,Submitted
A016059,Submitted
A016060,Under Review
A016061,Submitted
A016062,Under Review
A016063,Pending
A016064,Under Review
A016065,Submitted
A016066,Pending
A016067,Under Review
A016068,Submitted
A016069,Under Review
A016070,Pending
A016071,Pending
A016072,Pending
A016073,Pending
A016074,Pending
A016075,Submitted
A016076,Under Review
A016077,Pending
A016078,Under Review
A016079,Pending
A016080,Submitted
A016081,Submitted
A016082,Pending
A016083,Submitted
A016084,Submitted
A016085,Under Review
A016086,Submitted
A016087,Submitted
A016088,Submitted
A016089,Submitted
A016090,Pending
A016091,Submitted
A016092,Pending
A016093,Pending
A016094,Pending
A016095,Pending
A016096,Submitted
A016097,Under Review
A016098,Under Review
A016099,Pending
A016100,Pending
A016101,Under Review
A016102,Under Review
A016103,Submitted
A016104,Under Review
A016105,Submitted
A016106,Submitted
A016107,Submitted
A016108,Pending
A016109,Submitted
A016110,Pending
A016111,Submitted
A016112,Pending
A016113,Pending
A016114,Submitted
A016115,Under Review
A016116,Under Review
A016117,Pending
A016118,Under Review
A016119,Submitted
A016120,Pending
A016121,Pending
A016122,Pending
A016123,Pending
A016124,Submitted
A016125,Pending
A016126,Pending
A016127,Under Review
A016128,Pending
A016129,Submitted
A016130,Pending
A016131,Pending
A016132,Under Review
A016133,Pending
A016134,Submitted
A016135,Pending
A016136,Submitted
A016137,Pending
A016138,Pending
A016139,Pending
A016140,Submitted
A016141,Under Review
A016142,Under Review
A016143,Under Review
A016144,Under Review
A016145,Pending
A016146,Under Review
A016147,Under Review
A016148,Submitted
A016149,Pending
A016150,Under Review
A016151,Submitted
A016152,Under Review
A016153,Submitted
A016154,Pending
A016155,Under Review
A016156,Pending
A016157,Submitted
A016158,Submitted
A016159,Pending
A016160,Pending
A016161,Submitted
A016162,Submitted
A016163,Pending
A016164,Submitted
A016165,Pending
A016166,Under Review
A016167,Pending
A016168,Pending
A016169,Under Review
A016170,Under Review
A016171,Under Review
A016172,Pending
A016173,Submitted
A016174,Under Review
A016175,Submitted
A016176,Submitted
A016177,Submitted
A016178,Submitted
A016179,Under Review
A016180,Under Review
A016181,Submitted
A016182,Pending
A016183,Submitted
A016184,Pending
A016185,Submitted
A016186,Pending
A016187,Under Review
A016188,Submitted
A016189,Pending
A016190,Pending
A016191,Pending
A016192,Submitted
A016193,Pending
A016194,Submitted
A016195,Pending
A016196,Under Review
A016197,Submitted
A016198,Pending
A016199,Under Review
A016200,Submitted
A016201,Pending
A016202,Submitted
A016203,Submitted
A016204,Submitted
A016205,Submitted
A016206,Pending
A016207,Pending
A016208,Submitted
A016209,Under Review
A016210,Pending
A016211,Submitted
A016212,Pending
A016213,Pending
A016214,Pending
A016215,Submitted
A016216,Submitted
A016217,Submitted
A016218,Submitted
A016219,Pending
A016220,Submitted
A016221,Pending
A016222,Under Review
A016223,Pending
A016224,Under Review
A016225,Submitted
A016226,Submitted
A016227,Under Review
A016228,Submitted
A016229,Submitted
A016230,Pending
A016231,Submitted
A016232,Submitted
A016233,Pending
A016234,Pending
A016235,Submitted
A016236,Submitted
A016237,Pending
A016238,Pending
A016239,Pending
A016240,Under Review
A016241,Submitted
A016242,Pending
A016243,Under Review
A016244,Under Review
A016245,Submitted
A016246,Under Review
A016247,Under Review
A016248,Pending
A016249,Submitted
A016250,Under Review
A016251,Submitted
A016252,Pending
A016253,Pending
A016254,Under Review
A016255,Submitted
A016256,Pending
A016257,Under Review
A016258,Submitted
A016259,Pending
A016260,Under Review
A016261,Submitted
A016262,Pending
A016263,Under Review
A016264,Pending
A016265,Under Review
A016266,Submitted
A016267,Submitted
A016268,Submitted
A016269,Pending
A016270,Under Review
A016271,Pending
A016272,Under Review
A016273,Submitted
A016274,Submitted
A016275,Pending
A016276,Pending
A016277,Under Review
A016278,Under Review
A016279,Submitted
A016280,Submitted
A016281,Pending
A016282,Under Review
A016283,Under Review
A016284,Submitted
A016285,Under Review
A016286,Submitted
A016287,Submitted
A016288,Pending
A016289,Under Review
A016290,Pending
A016291,Submitted
A016292,Under Review
